home_team,away_team,home_score,away_score,tournament,city,country,neutral,Winner,Won_by_goals,Year,Month,Total_goals,matches,Tie,H/A/T
Bermuda,Bahamas,3,0,FIFA World Cup qualification,Hamilton,Bermuda,False,Bermuda,3,2015,March,3,1,0,H
Botswana,Mozambique,1,2,Friendly,Lobatse,Botswana,False,Mozambique,1,2015,March,3,1,0,A
Brazil,Chile,1,0,Friendly,London,England,True,Brazil,1,2015,March,1,1,0,H
Dominica,British Virgin Islands,0,0,FIFA World Cup qualification,Roseau,Dominica,False,Tie,0,2015,March,0,1,1,T
France,Denmark,2,0,Friendly,Saint-Étienne,France,False,France,2,2015,March,2,1,0,H
Georgia,Germany,0,2,UEFA Euro qualification,Tbilisi,Georgia,False,Germany,2,2015,March,2,1,0,A
Guyana,Grenada,2,0,Friendly,Providence,Guyana,False,Guyana,2,2015,March,2,1,0,H
Honduras,French Guiana,3,0,Gold Cup qualification,San Pedro Sula,Honduras,False,Honduras,3,2015,March,3,1,0,H
Hungary,Greece,0,0,UEFA Euro qualification,Budapest,Hungary,False,Tie,0,2015,March,0,1,1,T
Republic of Ireland,Poland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,Tie,0,2015,March,2,1,1,T
Ivory Coast,Equatorial Guinea,1,1,Friendly,Abidjan,Ivory Coast,False,Tie,0,2015,March,2,1,1,T
Northern Ireland,Finland,2,1,UEFA Euro qualification,Belfast,Northern Ireland,False,Northern Ireland,1,2015,March,3,1,0,H
Portugal,Serbia,2,1,UEFA Euro qualification,Lisbon,Portugal,False,Portugal,1,2015,March,3,1,0,H
Romania,Faroe Islands,1,0,UEFA Euro qualification,Ploieşti,Romania,False,Romania,1,2015,March,1,1,0,H
Scotland,Gibraltar,6,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland,5,2015,March,7,1,0,H
South Africa,Nigeria,1,1,Friendly,Nelspruit,South Africa,False,Tie,0,2015,March,2,1,1,T
Tanzania,Malawi,1,1,Friendly,Mwanza,Tanzania,False,Tie,0,2015,March,2,1,1,T
Zambia,Rwanda,2,0,Friendly,Lusaka,Zambia,False,Zambia,2,2015,March,2,1,0,H
Bahrain,Philippines,2,1,Friendly,Riffa,Bahrain,False,Bahrain,1,2015,March,3,1,0,H
Belarus,Gabon,0,0,Friendly,Belek,Turkey,True,Tie,0,2015,March,0,1,1,T
Indonesia,Burma,2,1,Friendly,Sidoarjo,Indonesia,False,Indonesia,1,2015,March,3,1,0,H
Jamaica,Cuba,3,0,Friendly,Montego Bay,Jamaica,False,Jamaica,3,2015,March,3,1,0,H
Kuwait,Colombia,1,3,Friendly,Abu Dhabi,United Arab Emirates,True,Colombia,2,2015,March,4,1,0,A
North Macedonia,Australia,0,0,Friendly,Skopje,North Macedonia,False,Tie,0,2015,March,0,1,1,T
Oman,Algeria,1,4,Friendly,Doha,Qatar,True,Algeria,3,2015,March,5,1,0,A
Qatar,Slovenia,1,0,Friendly,Doha,Qatar,False,Qatar,1,2015,March,1,1,0,H
Saudi Arabia,Jordan,2,1,Friendly,Dammam,Saudi Arabia,False,Saudi Arabia,1,2015,March,3,1,0,H
Thailand,Cameroon,2,3,Friendly,Nonthaburi,Thailand,False,Cameroon,1,2015,March,5,1,0,A
Austria,Bosnia and Herzegovina,1,1,Friendly,Vienna,Austria,False,Tie,0,2015,March,2,1,1,T
China PR,Tunisia,1,1,Friendly,Nanjing,China PR,False,Tie,0,2015,March,2,1,1,T
Estonia,Iceland,1,1,Friendly,Tallinn,Estonia,False,Tie,0,2015,March,2,1,1,T
Ghana,Mali,1,1,Friendly,Paris,France,True,Tie,0,2015,March,2,1,1,T
Iraq,DR Congo,1,0,Friendly,Sharjah,United Arab Emirates,True,Iraq,1,2015,March,1,1,0,H
Israel,Belgium,0,1,UEFA Euro qualification,Jerusalem,Israel,False,Belgium,1,2015,March,1,1,0,A
Italy,England,1,1,Friendly,Turin,Italy,False,Tie,0,2015,March,2,1,1,T
Japan,Uzbekistan,5,1,Friendly,Chōfu,Japan,False,Japan,4,2015,March,6,1,0,H
South Korea,New Zealand,1,0,Friendly,Seoul,South Korea,False,South Korea,1,2015,March,1,1,0,H
Liechtenstein,San Marino,1,0,Friendly,Eschen,Liechtenstein,False,Liechtenstein,1,2015,March,1,1,0,H
Luxembourg,Turkey,1,2,Friendly,Luxembourg,Luxembourg,False,Turkey,1,2015,March,3,1,0,A
Mauritania,Niger,2,0,Friendly,Nouakchott,Mauritania,False,Mauritania,2,2015,March,2,1,0,H
Montserrat,Curaçao,2,2,FIFA World Cup qualification,Lookout,Montserrat,False,Tie,0,2015,March,4,1,1,T
Netherlands,Spain,2,0,Friendly,Amsterdam,Netherlands,False,Netherlands,2,2015,March,2,1,0,H
Panama,Costa Rica,2,1,Friendly,Panama City,Panama,False,Panama,1,2015,March,3,1,0,H
Peru,Venezuela,0,1,Friendly,Fort Lauderdale,United States,True,Venezuela,1,2015,March,1,1,0,A
Portugal,Cape Verde,0,2,Friendly,Estoril,Portugal,False,Cape Verde,2,2015,March,2,1,0,A
Russia,Kazakhstan,0,0,Friendly,Khimki,Russia,False,Tie,0,2015,March,0,1,1,T
Singapore,Guam,2,2,Friendly,Kallang,Singapore,False,Tie,0,2015,March,4,1,1,T
Slovakia,Czech Republic,1,0,Friendly,Žilina,Slovakia,False,Slovakia,1,2015,March,1,1,0,H
Sweden,Iran,3,1,Friendly,Solna,Sweden,False,Sweden,2,2015,March,4,1,0,H
Switzerland,United States,1,1,Friendly,Zürich,Switzerland,False,Tie,0,2015,March,2,1,1,T
Tajikistan,Syria,2,3,Friendly,Dushanbe,Tajikistan,False,Syria,1,2015,March,5,1,0,A
Ukraine,Latvia,1,1,Friendly,L'viv,Ukraine,False,Tie,0,2015,March,2,1,1,T
United States,Mexico,2,0,Friendly,San Antonio,United States,False,United States,2,2015,April,2,1,0,H
Barbados,Saint Kitts and Nevis,1,3,Friendly,Bridgetown,Barbados,False,Saint Kitts and Nevis,2,2015,May,4,1,0,A
Zambia,Malawi,2,0,Friendly,Lusaka,Zambia,False,Zambia,2,2015,May,2,1,0,H
Kazakhstan,Burkina Faso,0,0,Friendly,Almaty,Kazakhstan,False,Tie,0,2015,May,0,1,1,T
Dominican Republic,Cayman Islands,6,0,Friendly,Santiago de los Caballeros,Dominican Republic,False,Dominican Republic,6,2015,May,6,1,0,H
Grenada,Dominica,1,2,Windward Islands Tournament,Vieux Fort,Saint Lucia,True,Dominica,1,2015,May,3,1,0,A
Lesotho,South Africa,0,0,Friendly,Maseru,Lesotho,False,Tie,0,2015,May,0,1,1,T
Saint Lucia,Saint Vincent and the Grenadines,1,2,Windward Islands Tournament,Vieux Fort,Saint Lucia,False,Saint Vincent and the Grenadines,1,2015,May,3,1,0,A
Lesotho,South Africa,1,1,Friendly,Maseru,Lesotho,False,Tie,0,2015,May,2,1,1,T
Saint Lucia,Grenada,0,2,Windward Islands Tournament,Vieux Fort,Saint Lucia,False,Grenada,2,2015,May,2,1,0,A
Namibia,Seychelles,0,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Tie,0,2015,May,0,1,1,T
Vietnam,North Korea,1,1,Friendly,Hanoi,Vietnam,False,Tie,0,2015,May,2,1,1,T
Zimbabwe,Mauritius,2,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Zimbabwe,2,2015,May,2,1,0,H
Lesotho,Madagascar,1,2,COSAFA Cup,Phokeng,South Africa,True,Madagascar,1,2015,May,3,1,0,A
Tanzania,Eswatini,0,1,COSAFA Cup,Phokeng,South Africa,True,Eswatini,1,2015,May,1,1,0,A
Namibia,Mauritius,2,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Namibia,2,2015,May,2,1,0,H
Seychelles,Zimbabwe,0,1,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Zimbabwe,1,2015,May,1,1,0,A
Lesotho,Eswatini,0,2,COSAFA Cup,Phokeng,South Africa,True,Eswatini,2,2015,May,2,1,0,A
Madagascar,Tanzania,2,0,COSAFA Cup,Phokeng,South Africa,True,Madagascar,2,2015,May,2,1,0,H
Thailand,North Korea,0,1,Friendly,Bangkok,Thailand,False,North Korea,1,2015,May,1,1,0,A
Namibia,Zimbabwe,4,1,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Namibia,3,2015,May,5,1,0,H
Seychelles,Mauritius,0,1,COSAFA Cup,Phokeng,South Africa,True,Mauritius,1,2015,May,1,1,0,A
Lesotho,Tanzania,1,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Lesotho,1,2015,May,1,1,0,H
Madagascar,Eswatini,1,1,COSAFA Cup,Phokeng,South Africa,True,Tie,0,2015,May,2,1,1,T
Lebanon,Syria,2,2,Friendly,Sidon,Lebanon,False,Tie,0,2015,May,4,1,1,T
South Africa,Botswana,0,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,False,Tie,0,2015,May,0,1,1,T
Thailand,Vietnam,1,0,FIFA World Cup qualification,Bangkok,Thailand,False,Thailand,1,2015,May,1,1,0,H
Zambia,Namibia,0,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Tie,0,2015,May,0,1,1,T
Ghana,Madagascar,1,2,COSAFA Cup,Phokeng,South Africa,True,Madagascar,1,2015,May,3,1,0,A
Mozambique,Malawi,2,2,COSAFA Cup,Phokeng,South Africa,True,Tie,0,2015,May,4,1,1,T
South Africa,Malawi,0,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,False,Tie,0,2015,May,0,1,1,T
Zambia,Ghana,3,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Zambia,3,2015,May,3,1,0,H
Botswana,Mozambique,1,2,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Mozambique,1,2015,May,3,1,0,A
Namibia,Madagascar,3,2,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Namibia,1,2015,May,5,1,0,H
Laos,Afghanistan,0,2,Friendly,Vientiane,Laos,False,Afghanistan,2,2015,May,2,1,0,A
Zambia,Malawi,0,1,COSAFA Cup,Phokeng,South Africa,True,Malawi,1,2015,May,1,1,0,A
Corsica,Burkina Faso,1,0,Friendly,Bastia,France,False,Corsica,1,2015,May,1,1,0,H
Bahrain,Oman,0,0,Friendly,Riffa,Bahrain,False,Tie,0,2015,May,0,1,1,T
Bangladesh,Singapore,1,2,Friendly,Dhaka,Bangladesh,False,Singapore,1,2015,May,3,1,0,A
Jordan,Lebanon,0,0,Friendly,Irbid,Jordan,False,Tie,0,2015,May,0,1,1,T
Madagascar,Botswana,2,1,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Madagascar,1,2015,May,3,1,0,H
Mexico,Guatemala,3,0,Friendly,Tuxtla Gutiérrez,Mexico,False,Mexico,3,2015,May,3,1,0,H
Namibia,Mozambique,2,0,COSAFA Cup,Moruleng-Saulspoort,South Africa,True,Namibia,2,2015,May,2,1,0,H
El Salvador,Honduras,0,2,Friendly,Washington,United States,True,Honduras,2,2015,May,2,1,0,A
Northern Ireland,Qatar,1,1,Friendly,Crewe,England,True,Tie,0,2015,May,2,1,1,T
Bangladesh,Afghanistan,1,1,Friendly,Dhaka,Bangladesh,False,Tie,0,2015,June,2,1,1,T
Cambodia,Laos,1,1,Friendly,Phnom Penh,Cambodia,False,Tie,0,2015,June,2,1,1,T
Panama,Ecuador,1,1,Friendly,Panama City,Panama,False,Tie,0,2015,June,2,1,1,T
Cambodia,Burma,1,0,Friendly,Samut Sakhon,Thailand,True,Cambodia,1,2015,June,1,1,0,H
Curaçao,Trinidad and Tobago,1,0,Friendly,Willemstad,Curaçao,False,Curaçao,1,2015,June,1,1,0,H
Hungary,Lithuania,4,0,Friendly,Debrecen,Hungary,False,Hungary,4,2015,June,4,1,0,H
Jordan,Kuwait,2,2,Friendly,Istanbul,Turkey,True,Tie,0,2015,June,4,1,1,T
Netherlands,United States,3,4,Friendly,Amsterdam,Netherlands,False,United States,1,2015,June,7,1,0,A
Oman,Syria,1,2,Friendly,Muscat,Oman,False,Syria,1,2015,June,3,1,0,A
Scotland,Qatar,1,0,Friendly,Edinburgh,Scotland,False,Scotland,1,2015,June,1,1,0,H
Thailand,Bahrain,1,1,Friendly,Bangkok,Thailand,False,Tie,0,2015,June,2,1,1,T
Andorra,Equatorial Guinea,0,1,Friendly,Sant Julià de Lòria,Andorra,False,Equatorial Guinea,1,2015,June,1,1,0,A
Burkina Faso,Cameroon,2,3,Friendly,Colombes,France,True,Cameroon,1,2015,June,5,1,0,A
Colombia,Costa Rica,1,0,Friendly,Buenos Aires,Argentina,True,Colombia,1,2015,June,1,1,0,H
Ecuador,Panama,4,0,Friendly,Portoviejo,Ecuador,False,Ecuador,4,2015,June,4,1,0,H
Guinea,Chad,2,1,Friendly,Saint-Leu-la-Forêt,France,True,Guinea,1,2015,June,3,1,0,H
Malaysia,Hong Kong,0,0,Friendly,Shah Alam,Malaysia,False,Tie,0,2015,June,0,1,1,T
Niger,Gabon,2,1,Friendly,Niamey,Niger,False,Niger,1,2015,June,3,1,0,H
Paraguay,Honduras,2,2,Friendly,Asunción,Paraguay,False,Tie,0,2015,June,4,1,1,T
Rwanda,Kenya,0,0,Friendly,Kigali,Rwanda,False,Tie,0,2015,June,0,1,1,T
Singapore,Brunei,5,1,Friendly,Jurong West,Singapore,False,Singapore,4,2015,June,6,1,0,H
Uruguay,Guatemala,5,1,Friendly,Montevideo,Uruguay,False,Uruguay,4,2015,June,6,1,0,H
Brazil,Mexico,2,0,Friendly,São Paulo,Brazil,False,Brazil,2,2015,June,2,1,0,H
Croatia,Gibraltar,4,0,Friendly,Varaždin,Croatia,False,Croatia,4,2015,June,4,1,0,H
Ethiopia,Zambia,0,1,Friendly,Addis Abeba,Ethiopia,False,Zambia,1,2015,June,1,1,0,A
France,Belgium,3,4,Friendly,Saint-Denis,France,False,Belgium,1,2015,June,7,1,0,A
Republic of Ireland,England,0,0,Friendly,Dublin,Republic of Ireland,False,Tie,0,2015,June,0,1,1,T
Kenya,South Sudan,2,0,Friendly,Kigali,Rwanda,True,Kenya,2,2015,June,2,1,0,H
Russia,Belarus,4,2,Friendly,Khimki,Russia,False,Russia,2,2015,June,6,1,0,H
Rwanda,Tanzania,2,0,Friendly,Kigali,Rwanda,False,Rwanda,2,2015,June,2,1,0,H
Serbia,Azerbaijan,4,1,Friendly,Sankt Pölten,Austria,True,Serbia,3,2015,June,5,1,0,H
Denmark,Montenegro,2,1,Friendly,Viborg,Denmark,False,Denmark,1,2015,June,3,1,0,H
Egypt,Malawi,2,1,Friendly,Alexandria,Egypt,False,Egypt,1,2015,June,3,1,0,H
Ghana,Togo,1,0,Friendly,Accra,Ghana,False,Ghana,1,2015,June,1,1,0,H
Malta,Lithuania,2,0,Friendly,Attard,Malta,False,Malta,2,2015,June,2,1,0,H
Norway,Sweden,0,0,Friendly,Oslo,Norway,False,Tie,0,2015,June,0,1,1,T
Turkey,Bulgaria,4,0,Friendly,Istanbul,Turkey,False,Turkey,4,2015,June,4,1,0,H
DR Congo,Cameroon,1,1,Friendly,Mons,Belgium,True,Tie,0,2015,June,2,1,1,T
Finland,Estonia,0,2,Friendly,Turku,Finland,False,Estonia,2,2015,June,2,1,0,A
Georgia,Ukraine,1,2,Friendly,Linz,Austria,True,Ukraine,1,2015,June,3,1,0,A
Luxembourg,Moldova,0,0,Friendly,Luxembourg,Luxembourg,False,Tie,0,2015,June,0,1,1,T
Uganda,Gambia,1,1,Friendly,Kampala,Uganda,False,Tie,0,2015,June,2,1,1,T
Brazil,Honduras,1,0,Friendly,Porto Alegre,Brazil,False,Brazil,1,2015,June,1,1,0,H
Curaçao,Cuba,0,0,FIFA World Cup qualification,Willemstad,Curaçao,False,Tie,0,2015,June,0,1,1,T
Germany,United States,1,2,Friendly,Cologne,Germany,False,United States,1,2015,June,3,1,0,A
Switzerland,Liechtenstein,3,0,Friendly,Thun,Switzerland,False,Switzerland,3,2015,June,3,1,0,H
Afghanistan,Syria,0,6,FIFA World Cup qualification,Mashhad,Iran,True,Syria,6,2015,June,6,1,0,A
Bangladesh,Kyrgyzstan,1,3,FIFA World Cup qualification,Dhaka,Bangladesh,False,Kyrgyzstan,2,2015,June,4,1,0,A
Cambodia,Singapore,0,4,FIFA World Cup qualification,Phnom Penh,Cambodia,False,Singapore,4,2015,June,4,1,0,A
Chile,Ecuador,2,0,Copa América,Santiago,Chile,False,Chile,2,2015,June,2,1,0,H
Dominican Republic,Belize,1,2,FIFA World Cup qualification,Santo Domingo,Dominican Republic,False,Belize,1,2015,June,3,1,0,A
Guam,Turkmenistan,1,0,FIFA World Cup qualification,Dededo,Guam,False,Guam,1,2015,June,1,1,0,H
Hong Kong,Bhutan,7,0,FIFA World Cup qualification,Kowloon,Hong Kong,False,Hong Kong,7,2015,June,7,1,0,H
India,Oman,1,2,FIFA World Cup qualification,Bangalore,India,False,Oman,1,2015,June,3,1,0,A
Japan,Iraq,4,0,Friendly,Yokohama,Japan,False,Japan,4,2015,June,4,1,0,H
South Korea,United Arab Emirates,3,0,Friendly,Kuala Lumpur,Malaysia,True,South Korea,3,2015,June,3,1,0,H
Laos,Burma,2,2,FIFA World Cup qualification,Vientiane,Laos,False,Tie,0,2015,June,4,1,1,T
Lebanon,Kuwait,0,1,FIFA World Cup qualification,Sidon,Lebanon,False,Kuwait,1,2015,June,1,1,0,A
Malaysia,East Timor,3,0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,Malaysia,3,2015,June,3,1,0,H
Maldives,Qatar,0,1,FIFA World Cup qualification,Malé,Maldives,False,Qatar,1,2015,June,1,1,0,A
Philippines,Bahrain,2,1,FIFA World Cup qualification,Bocaue,Philippines,False,Philippines,1,2015,June,3,1,0,H
Saudi Arabia,Palestine,3,2,FIFA World Cup qualification,Dammam,Saudi Arabia,False,Saudi Arabia,1,2015,June,5,1,0,H
Spain,Costa Rica,2,1,Friendly,León,Spain,False,Spain,1,2015,June,3,1,0,H
Tajikistan,Jordan,1,3,FIFA World Cup qualification,Dushanbe,Tajikistan,False,Jordan,2,2015,June,4,1,0,A
Uzbekistan,Iran,0,1,Friendly,Tashkent,Uzbekistan,False,Iran,1,2015,June,1,1,0,A
Yemen,North Korea,0,3,FIFA World Cup qualification,Doha,Qatar,True,North Korea,3,2015,June,3,1,0,A
Andorra,Cyprus,1,3,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,Cyprus,2,2015,June,4,1,0,A
Bosnia and Herzegovina,Israel,3,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,Bosnia and Herzegovina,2,2015,June,4,1,0,H
Croatia,Italy,1,1,UEFA Euro qualification,Split,Croatia,False,Tie,0,2015,June,2,1,1,T
Guinea,Eswatini,1,2,African Cup of Nations qualification,Casablanca,Morocco,True,Eswatini,1,2015,June,3,1,0,A
Iceland,Czech Republic,2,1,UEFA Euro qualification,Reykjavík,Iceland,False,Iceland,1,2015,June,3,1,0,H
Kazakhstan,Turkey,0,1,UEFA Euro qualification,Almaty,Kazakhstan,False,Turkey,1,2015,June,1,1,0,A
Latvia,Netherlands,0,2,UEFA Euro qualification,Riga,Latvia,False,Netherlands,2,2015,June,2,1,0,A
Malta,Bulgaria,0,1,UEFA Euro qualification,Attard,Malta,False,Bulgaria,1,2015,June,1,1,0,A
Mexico,Bolivia,0,0,Copa América,Viña del Mar,Chile,True,Tie,0,2015,June,0,1,1,T
Morocco,Libya,1,0,African Cup of Nations qualification,Agadir,Morocco,False,Morocco,1,2015,June,1,1,0,H
Norway,Azerbaijan,0,0,UEFA Euro qualification,Oslo,Norway,False,Tie,0,2015,June,0,1,1,T
Tunisia,Djibouti,8,1,African Cup of Nations qualification,Radès,Tunisia,False,Tunisia,7,2015,June,9,1,0,H
Wales,Belgium,1,0,UEFA Euro qualification,Cardiff,Wales,False,Wales,1,2015,June,1,1,0,H
Albania,France,1,0,Friendly,Elbasan,Albania,False,Albania,1,2015,June,1,1,0,H
Algeria,Seychelles,4,0,African Cup of Nations qualification,Blida,Algeria,False,Algeria,4,2015,June,4,1,0,H
Angola,Central African Republic,4,0,African Cup of Nations qualification,Lubango,Angola,False,Angola,4,2015,June,4,1,0,H
Argentina,Paraguay,2,2,Copa América,La Serena,Chile,True,Tie,0,2015,June,4,1,1,T
Armenia,Portugal,2,3,UEFA Euro qualification,Yerevan,Armenia,False,Portugal,1,2015,June,5,1,0,A
Burkina Faso,Comoros,2,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,Burkina Faso,2,2015,June,2,1,0,H
Cape Verde,São Tomé and Príncipe,7,1,African Cup of Nations qualification,Praia,Cape Verde,False,Cape Verde,6,2015,June,8,1,0,H
Denmark,Serbia,2,0,UEFA Euro qualification,Copenhagen,Denmark,False,Denmark,2,2015,June,2,1,0,H
Faroe Islands,Greece,2,1,UEFA Euro qualification,Tórshavn,Faroe Islands,False,Faroe Islands,1,2015,June,3,1,0,H
Finland,Hungary,0,1,UEFA Euro qualification,Helsinki,Finland,False,Hungary,1,2015,June,1,1,0,A
Gibraltar,Germany,0,7,UEFA Euro qualification,Faro,Portugal,True,Germany,7,2015,June,7,1,0,A
Republic of Ireland,Scotland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,Tie,0,2015,June,2,1,1,T
Malawi,Zimbabwe,1,2,African Cup of Nations qualification,Blantyre,Malawi,False,Zimbabwe,1,2015,June,3,1,0,A
Mali,South Sudan,2,0,African Cup of Nations qualification,Bamako,Mali,False,Mali,2,2015,June,2,1,0,H
Nigeria,Chad,2,0,African Cup of Nations qualification,Kaduna,Nigeria,False,Nigeria,2,2015,June,2,1,0,H
Northern Ireland,Romania,0,0,UEFA Euro qualification,Belfast,Northern Ireland,False,Tie,0,2015,June,0,1,1,T
Poland,Georgia,4,0,UEFA Euro qualification,Warsaw,Poland,False,Poland,4,2015,June,4,1,0,H
Senegal,Burundi,3,1,African Cup of Nations qualification,Dakar,Senegal,False,Senegal,2,2015,June,4,1,0,H
South Africa,Gambia,0,0,African Cup of Nations qualification,Durban,South Africa,False,Tie,0,2015,June,0,1,1,T
Uganda,Botswana,2,0,African Cup of Nations qualification,Kampala,Uganda,False,Uganda,2,2015,June,2,1,0,H
Uruguay,Jamaica,1,0,Copa América,Antofagasta,Chile,True,Uruguay,1,2015,June,1,1,0,H
Zambia,Guinea-Bissau,0,0,African Cup of Nations qualification,Ndola,Zambia,False,Tie,0,2015,June,0,1,1,T
Barbados,Aruba,0,3,FIFA World Cup qualification,Bridgetown,Barbados,False,Aruba,3,2015,June,3,1,0,A
Belarus,Spain,0,1,UEFA Euro qualification,Barysaw,Belarus,False,Spain,1,2015,June,1,1,0,A
Brazil,Peru,2,1,Copa América,Temuco,Chile,True,Brazil,1,2015,June,3,1,0,H
Cameroon,Mauritania,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,Cameroon,1,2015,June,1,1,0,H
Colombia,Venezuela,0,1,Copa América,Rancagua,Chile,True,Venezuela,1,2015,June,1,1,0,A
Congo,Kenya,1,1,African Cup of Nations qualification,Owando,Congo,False,Tie,0,2015,June,2,1,1,T
DR Congo,Madagascar,2,1,African Cup of Nations qualification,Kinshasa,DR Congo,False,DR Congo,1,2015,June,3,1,0,H
Cuba,Curaçao,1,1,FIFA World Cup qualification,Havana,Cuba,False,Tie,0,2015,June,2,1,1,T
Egypt,Tanzania,3,0,African Cup of Nations qualification,Alexandria,Egypt,False,Egypt,3,2015,June,3,1,0,H
Equatorial Guinea,Benin,1,1,African Cup of Nations qualification,Bata,Equatorial Guinea,False,Tie,0,2015,June,2,1,1,T
Estonia,San Marino,2,0,UEFA Euro qualification,Tallinn,Estonia,False,Estonia,2,2015,June,2,1,0,H
Ethiopia,Lesotho,2,1,African Cup of Nations qualification,Addis Abeba,Ethiopia,False,Ethiopia,1,2015,June,3,1,0,H
Gabon,Ivory Coast,0,0,Friendly,Libreville,Gabon,False,Tie,0,2015,June,0,1,1,T
Ghana,Mauritius,7,1,African Cup of Nations qualification,Accra,Ghana,False,Ghana,6,2015,June,8,1,0,H
Liechtenstein,Moldova,1,1,UEFA Euro qualification,Vaduz,Liechtenstein,False,Tie,0,2015,June,2,1,1,T
Lithuania,Switzerland,1,2,UEFA Euro qualification,Vilnius,Lithuania,False,Switzerland,1,2015,June,3,1,0,A
Mozambique,Rwanda,0,1,African Cup of Nations qualification,Maputo,Mozambique,False,Rwanda,1,2015,June,1,1,0,A
Niger,Namibia,1,0,African Cup of Nations qualification,Niamey,Niger,False,Niger,1,2015,June,1,1,0,H
Russia,Austria,0,1,UEFA Euro qualification,Moscow,Russia,False,Austria,1,2015,June,1,1,0,A
Slovakia,North Macedonia,2,1,UEFA Euro qualification,Žilina,Slovakia,False,Slovakia,1,2015,June,3,1,0,H
Slovenia,England,2,3,UEFA Euro qualification,Ljubljana,Slovenia,False,England,1,2015,June,5,1,0,A
Sudan,Sierra Leone,1,0,African Cup of Nations qualification,Khartoum,Sudan,False,Sudan,1,2015,June,1,1,0,H
Sweden,Montenegro,3,1,UEFA Euro qualification,Solna,Sweden,False,Sweden,2,2015,June,4,1,0,H
Togo,Liberia,2,1,African Cup of Nations qualification,Lomé,Togo,False,Togo,1,2015,June,3,1,0,H
Ukraine,Luxembourg,3,0,UEFA Euro qualification,L'viv,Ukraine,False,Ukraine,3,2015,June,3,1,0,H
Chile,Mexico,3,3,Copa América,Santiago,Chile,False,Tie,0,2015,June,6,1,1,T
Ecuador,Bolivia,2,3,Copa América,Valparaíso,Chile,True,Bolivia,1,2015,June,5,1,0,A
Morocco,Tunisia,1,1,African Nations Championship,Casablanca,Morocco,False,Tie,0,2015,June,2,1,1,T
Argentina,Uruguay,1,0,Copa América,La Serena,Chile,True,Argentina,1,2015,June,1,1,0,H
Bangladesh,Tajikistan,1,1,FIFA World Cup qualification,Dhaka,Bangladesh,False,Tie,0,2015,June,2,1,1,T
Bhutan,China PR,0,6,FIFA World Cup qualification,Thimphu,Bhutan,False,China PR,6,2015,June,6,1,0,A
Burma,South Korea,0,2,FIFA World Cup qualification,Bangkok,Thailand,True,South Korea,2,2015,June,2,1,0,A
Cambodia,Afghanistan,0,1,FIFA World Cup qualification,Phnom Penh,Cambodia,False,Afghanistan,1,2015,June,1,1,0,A
East Timor,United Arab Emirates,0,3,FIFA World Cup qualification,Shah Alam,Malaysia,True,United Arab Emirates,3,2015,June,3,1,0,A
Grenada,Puerto Rico,2,0,FIFA World Cup qualification,St. George's,Grenada,False,Grenada,2,2015,June,2,1,0,H
Guam,India,2,1,FIFA World Cup qualification,Dededo,Guam,False,Guam,1,2015,June,3,1,0,H
Hong Kong,Maldives,2,0,FIFA World Cup qualification,Kowloon,Hong Kong,False,Hong Kong,2,2015,June,2,1,0,H
Italy,Portugal,0,1,Friendly,Geneva,Switzerland,True,Portugal,1,2015,June,1,1,0,A
Japan,Singapore,0,0,FIFA World Cup qualification,Saitama,Japan,False,Tie,0,2015,June,0,1,1,T
Jordan,Trinidad and Tobago,3,0,Friendly,Irbid,Jordan,False,Jordan,3,2015,June,3,1,0,H
North Korea,Uzbekistan,4,2,FIFA World Cup qualification,P'yŏngyang,North Korea,False,North Korea,2,2015,June,6,1,0,H
Kyrgyzstan,Australia,1,2,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,Australia,1,2015,June,3,1,0,A
Laos,Lebanon,0,2,FIFA World Cup qualification,Vientiane,Laos,False,Lebanon,2,2015,June,2,1,0,A
Malaysia,Palestine,0,6,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False,Palestine,6,2015,June,6,1,0,A
Paraguay,Jamaica,1,0,Copa América,Antofagasta,Chile,True,Paraguay,1,2015,June,1,1,0,H
Poland,Greece,0,0,Friendly,Gdańsk,Poland,False,Tie,0,2015,June,0,1,1,T
